payment_id,student_id,amount,payment_date,payment_method
5201,3771,202.28,2009-07-12,Bank Transfer
5202,3961,552.18,2016-09-09,Cash
5203,4565,258.03,2009-06-10,Cash
5204,13382,777.18,2009-05-09,PayPal
5205,14867,132.93,2023-05-06,Bank Transfer
5206,14603,329.27,2023-06-24,Cash
5207,9710,376.31,2008-08-01,PayPal
5208,14252,396.39,2020-09-01,Credit Card
5209,14100,546.96,2016-04-16,Bank Transfer
5210,6865,136.55,2008-12-23,Bank Transfer
5211,8805,131.55,2012-05-08,Credit Card
5212,2232,543.09,2017-10-23,Credit Card
5213,7258,366.65,2009-04-01,Cash
5214,8676,689.83,2010-09-04,Cash
5215,14039,259.8,2021-09-27,Credit Card
5216,2080,638.86,2022-04-17,PayPal
5217,5385,296.11,2011-01-10,PayPal
5218,1650,886.63,2012-12-25,PayPal
5219,6220,405.82,2012-01-01,PayPal
5220,7662,405.82,2012-01-07,Cash
5221,5679,535.73,2017-08-27,Cash
5222,706,710.58,2021-04-02,Cash
5223,2696,253.76,2021-08-09,Cash
5224,3827,753.47,2008-06-10,PayPal
5225,13107,422.3,2019-05-07,Bank Transfer
5226,12094,376.7,2022-06-30,PayPal
5227,9209,690.21,2021-10-29,Cash
5228,7484,548.06,2016-04-16,Cash
5229,16013,797.63,2024-04-23,Bank Transfer
5230,2785,113.05,2024-01-08,Bank Transfer
5231,9192,278.08,2012-08-04,PayPal
5232,14369,603.33,2019-07-17,Bank Transfer
5233,9468,513.77,2020-07-22,Cash
5234,4468,434.78,2025-06-22,PayPal
5235,15298,226.46,2019-02-09,PayPal
5236,413,621.56,2019-01-28,Cash
5237,10902,691.78,2018-04-28,Cash
5238,12546,852.58,2010-01-01,Bank Transfer
5239,2933,723.92,2014-07-23,Cash
5240,12490,253.15,2018-12-18,PayPal
5241,6144,299.48,2018-01-20,Bank Transfer
5242,9821,477.13,2012-11-02,Cash
5243,2732,431.62,2017-12-04,Credit Card
5244,7763,687.82,2018-03-07,PayPal
5245,8088,493.99,2022-12-06,Credit Card
5246,9374,692.81,2025-07-28,PayPal
5247,788,401.0,2020-12-21,PayPal
5248,6384,250.27,2015-03-21,Cash
5249,13065,444.73,2009-08-08,Bank Transfer
5250,17445,752.41,2020-11-07,Bank Transfer
5251,7563,569.7,2020-01-08,Credit Card
5252,7610,133.14,2017-12-28,Cash
5253,5630,198.26,2010-03-26,Cash
5254,1744,592.86,2015-08-20,Bank Transfer
5255,1671,741.83,2016-08-10,Cash
5256,14239,844.18,2016-04-08,Credit Card
5257,13188,435.43,2022-03-30,Bank Transfer
5258,13587,832.6,2025-06-29,PayPal
5259,2848,355.93,2018-08-02,Bank Transfer
5260,1583,252.83,2013-04-20,Credit Card
5261,7907,101.6,2025-03-19,Credit Card
5262,1843,865.0,2021-11-24,Cash
5263,8564,693.31,2012-09-17,Bank Transfer
5264,7360,682.6,2017-02-24,Credit Card
5265,4344,671.76,2024-05-18,PayPal
5266,13743,356.47,2025-09-17,PayPal
5267,12052,668.34,2019-05-28,Credit Card
5268,1247,344.66,2025-03-18,Bank Transfer
5269,3704,435.43,2022-03-28,PayPal
5270,3834,214.77,2014-08-16,PayPal
5271,15330,469.71,2017-04-06,Bank Transfer
5272,4996,587.18,2023-01-12,Cash
5273,11838,194.61,2023-05-02,Cash
5274,5534,172.2,2009-09-05,Credit Card
5275,7690,824.39,2013-04-20,Cash
5276,11050,375.65,2024-10-16,Credit Card
5277,12672,838.51,2012-01-30,Cash
5278,7781,544.82,2013-04-15,Credit Card
5279,2521,645.43,2017-03-17,Cash
5280,15957,389.08,2009-10-23,Cash
5281,6944,749.67,2022-07-23,Bank Transfer
5282,13884,296.11,2011-01-15,Cash
5283,1064,829.36,2022-02-23,Bank Transfer
5284,6231,690.21,2021-11-08,PayPal
5285,11604,544.09,2020-11-19,Bank Transfer
5286,15392,123.66,2017-05-22,Bank Transfer
5287,10552,640.96,2019-03-14,Credit Card
5288,14480,787.27,2016-03-05,PayPal
5289,2458,115.87,2010-07-08,Bank Transfer
5290,9882,750.01,2010-07-12,Cash
5291,694,494.81,2014-12-08,PayPal
5292,17058,526.5,2018-07-26,PayPal
5293,13020,794.12,2015-11-29,Credit Card
5294,13647,204.25,2025-05-30,Credit Card
5295,10790,357.17,2018-10-24,Bank Transfer
5296,1861,651.4,2025-09-07,Bank Transfer
5297,14510,174.77,2024-07-19,Credit Card
5298,6192,787.27,2016-03-11,Cash
5299,3369,844.18,2016-04-01,Bank Transfer
5300,13486,666.73,2013-10-03,Credit Card
5301,7137,745.51,2010-02-19,Cash
5302,6884,287.33,2019-06-15,Credit Card
5303,3628,498.93,2022-03-01,PayPal
5304,14195,108.92,2022-11-15,Cash
5305,15057,174.77,2024-07-20,Cash
5306,1149,821.25,2009-06-11,Bank Transfer
5307,15795,344.66,2025-03-09,Bank Transfer
5308,183,199.83,2019-01-25,Bank Transfer
5309,8795,216.11,2025-08-10,Bank Transfer
5310,9956,403.56,2023-09-17,PayPal
5311,8684,489.74,2025-02-02,PayPal
5312,10413,887.09,2011-11-07,Credit Card
5313,4284,329.27,2023-06-10,Bank Transfer
5314,15695,236.38,2021-06-16,Bank Transfer
5315,17558,131.55,2012-04-24,PayPal
5316,9765,779.75,2018-09-10,Cash
5317,4925,287.97,2017-11-04,Credit Card
5318,12252,251.26,2023-10-17,Credit Card
5319,15709,253.76,2021-07-25,Bank Transfer
5320,8668,548.06,2016-04-16,Bank Transfer
5321,15413,520.03,2014-02-16,Credit Card
5322,569,318.48,2008-08-26,Cash
5323,12743,278.15,2020-11-11,Bank Transfer
5324,17396,551.1,2021-04-03,PayPal
5325,12776,842.75,2016-09-19,Credit Card
5326,8439,560.24,2010-04-26,Bank Transfer
5327,16233,562.73,2023-06-12,Cash
5328,3518,114.27,2022-04-25,Credit Card
5329,3658,566.38,2020-03-07,Bank Transfer
5330,14352,400.95,2017-11-30,PayPal
5331,13130,181.32,2009-02-22,PayPal
5332,8702,366.65,2009-04-08,Bank Transfer
5333,1485,526.5,2018-07-10,Credit Card
5334,11238,851.9,2019-12-02,Cash
5335,5242,202.28,2009-07-31,Cash
5336,12420,113.99,2018-07-17,Credit Card
5337,671,117.05,2013-05-28,PayPal
5338,6785,762.85,2022-09-25,PayPal
5339,1864,551.1,2021-03-15,PayPal
5340,8765,559.16,2019-07-19,Bank Transfer
5341,14517,800.47,2008-06-25,Credit Card
5342,7825,177.15,2009-11-25,PayPal
5343,34,288.69,2013-11-14,PayPal
5344,5830,198.46,2025-05-15,Credit Card
5345,7538,479.31,2022-05-17,PayPal
5346,5066,848.24,2022-05-09,PayPal
5347,8405,422.01,2009-01-07,PayPal
5348,13532,401.19,2017-05-16,Bank Transfer
5349,4744,559.16,2019-07-11,Credit Card
5350,10494,236.38,2021-06-01,Cash
5351,1602,247.79,2024-07-12,Credit Card
5352,14158,631.54,2019-10-25,Cash
5353,8506,780.82,2024-12-20,PayPal
5354,9951,674.25,2018-12-30,Cash
5355,3069,795.48,2021-07-18,Bank Transfer
5356,12679,517.61,2010-09-03,Credit Card
5357,5605,538.38,2010-07-13,PayPal
5358,13821,693.31,2012-08-20,Credit Card
5359,3479,585.97,2020-08-28,Credit Card
5360,16864,771.4,2022-02-03,Cash
5361,12496,280.39,2024-10-29,Credit Card
5362,16757,713.93,2014-05-07,Credit Card
5363,254,332.17,2010-10-13,Credit Card
5364,8573,135.76,2010-10-17,Cash
5365,5511,360.66,2019-06-06,PayPal
5366,17172,771.05,2022-04-20,Cash
5367,6411,863.28,2017-10-16,Bank Transfer
5368,15706,176.36,2025-10-19,Cash
5369,14906,128.22,2014-11-06,PayPal
5370,17395,538.3,2013-03-16,Cash
5371,93,760.34,2009-07-19,Credit Card
5372,8916,250.27,2015-03-15,Credit Card
5373,3244,613.92,2025-06-12,Credit Card
5374,4674,431.76,2008-07-14,Bank Transfer
5375,15614,692.81,2025-07-17,PayPal
5376,10301,163.49,2011-09-19,Cash
5377,16750,206.42,2022-03-16,Cash
5378,1720,238.6,2014-05-22,Cash
5379,17022,132.41,2019-12-28,Cash
5380,14841,538.34,2012-06-20,Bank Transfer
5381,2472,283.63,2019-02-20,Cash
5382,15675,132.73,2011-02-14,Cash
5383,7588,147.59,2009-06-25,Credit Card
5384,6541,346.21,2022-07-21,Credit Card
5385,4095,205.31,2019-07-31,PayPal
5386,14091,767.26,2024-08-19,Bank Transfer
5387,9102,344.66,2025-02-23,Credit Card
5388,845,521.99,2022-03-08,Cash
5389,1018,207.29,2014-12-01,Credit Card
5390,14475,117.07,2010-01-29,Credit Card
5391,9759,178.6,2011-10-05,Cash
5392,16324,188.04,2018-12-07,Credit Card
5393,16569,257.55,2022-04-26,PayPal
5394,7111,200.51,2008-06-20,PayPal
5395,4804,329.73,2024-11-19,Bank Transfer
5396,8916,194.98,2017-08-24,Bank Transfer
5397,13109,584.66,2010-10-13,Cash
5398,5611,642.4,2018-08-29,Bank Transfer
5399,16154,357.17,2018-11-02,Bank Transfer
5400,14411,562.55,2011-06-12,Cash
5401,10847,198.46,2025-05-12,Bank Transfer
5402,10780,545.39,2021-07-12,PayPal
5403,17291,108.57,2021-05-07,Credit Card
5404,2894,692.78,2012-05-06,PayPal
5405,14300,122.69,2020-07-18,Cash
5406,3998,200.51,2010-07-04,PayPal
5407,11491,217.32,2010-02-14,PayPal
5408,157,606.7,2009-11-15,Cash
5409,1407,412.03,2022-12-08,PayPal
5410,8032,296.55,2012-05-06,Credit Card
5411,4748,172.2,2009-10-02,PayPal
5412,9113,434.78,2025-07-18,Bank Transfer
5413,17158,780.82,2025-01-04,PayPal
5414,9148,249.06,2024-01-03,PayPal
5415,3162,689.58,2015-03-22,Credit Card
5416,3958,465.0,2016-05-05,Credit Card
5417,14616,628.31,2014-12-13,PayPal
5418,13446,132.73,2011-01-31,PayPal
5419,6044,194.61,2023-05-01,Credit Card
5420,5189,116.85,2015-05-25,Bank Transfer
5421,11425,706.91,2014-02-22,Cash
5422,1658,198.46,2025-06-03,Bank Transfer
5423,15473,541.73,2017-06-21,Bank Transfer
5424,4432,789.85,2020-09-07,Credit Card
5425,6124,148.88,2013-10-19,PayPal
5426,4299,448.27,2020-11-06,Bank Transfer
5427,7746,569.77,2023-09-23,Bank Transfer
5428,1499,713.93,2014-05-15,Cash
5429,5276,256.57,2010-12-04,Credit Card
5430,9264,753.46,2021-10-27,Credit Card
5431,14481,259.92,2018-03-31,PayPal
5432,12767,643.44,2010-06-04,Bank Transfer
5433,5961,275.76,2017-02-17,Cash
5434,16602,713.93,2014-05-02,Bank Transfer
5435,9041,411.1,2020-09-18,Credit Card
5436,3492,328.69,2016-03-07,PayPal
5437,13998,313.96,2018-02-06,Credit Card
5438,8215,422.01,2009-01-25,Bank Transfer
5439,8878,589.71,2009-03-06,PayPal
5440,15176,360.66,2019-06-08,Bank Transfer
5441,1600,170.94,2013-09-03,Bank Transfer
5442,9492,823.91,2020-04-28,Bank Transfer
5443,10037,817.53,2025-06-10,PayPal
5444,10079,648.69,2009-05-08,Credit Card
5445,883,216.11,2025-08-25,Credit Card
5446,548,563.89,2020-02-28,Cash
5447,14427,662.0,2021-07-15,Bank Transfer
5448,17140,661.98,2009-06-23,Credit Card
5449,13901,193.9,2019-12-24,Cash
5450,15020,538.38,2010-07-01,Credit Card
5451,953,754.81,2020-07-05,PayPal
5452,1293,186.45,2021-10-24,Cash
5453,13231,463.7,2025-06-27,Cash
5454,6037,585.97,2020-08-16,Bank Transfer
5455,2233,466.12,2011-09-22,Cash
5456,15283,177.15,2009-12-02,PayPal
5457,11319,520.99,2011-09-08,PayPal
5458,15136,163.49,2011-08-30,Cash
5459,16252,888.75,2023-12-23,Cash
5460,16858,477.23,2022-02-05,PayPal
5461,893,217.66,2011-04-17,Bank Transfer
5462,8962,295.62,2009-10-24,PayPal
5463,14158,842.0,2011-07-21,Credit Card
5464,4432,551.36,2015-12-30,Bank Transfer
5465,4281,628.31,2014-12-24,Bank Transfer
5466,9950,677.53,2025-09-30,Credit Card
5467,16463,283.63,2019-02-20,Bank Transfer
5468,15778,360.66,2019-06-08,PayPal
5469,9937,293.08,2025-08-18,Cash
5470,1603,205.07,2011-11-11,Cash
5471,3335,689.58,2015-03-21,Credit Card
5472,7778,311.01,2025-07-15,Cash
5473,3444,739.16,2022-03-31,PayPal
5474,12212,503.3,2023-12-21,PayPal
5475,16424,287.97,2017-11-12,Bank Transfer
5476,15490,114.5,2024-11-01,Bank Transfer
5477,15842,235.57,2011-10-19,Credit Card
5478,12255,126.29,2017-06-08,PayPal
5479,11024,422.3,2019-05-23,Bank Transfer
5480,13487,165.38,2016-08-23,Cash
5481,2459,753.47,2008-06-05,PayPal
5482,8971,225.14,2022-09-05,Bank Transfer
5483,6188,295.43,2017-12-18,Credit Card
5484,2760,517.61,2010-09-16,PayPal
5485,15354,642.88,2019-06-03,Cash
5486,1849,713.93,2014-05-16,Bank Transfer
5487,7043,589.71,2009-03-07,PayPal
5488,17212,789.85,2020-08-29,Cash
5489,1192,203.71,2013-04-19,Bank Transfer
5490,9265,575.23,2013-02-01,Cash
5491,2983,551.36,2015-12-23,Bank Transfer
5492,8660,256.8,2014-11-06,Cash
5493,10421,624.87,2015-10-17,PayPal
5494,5007,400.32,2015-10-04,Cash
5495,14622,666.73,2013-09-28,PayPal
5496,13191,434.62,2010-07-26,Bank Transfer
5497,1712,884.45,2010-09-16,Bank Transfer
5498,12348,406.5,2025-04-06,Cash
5499,15935,639.85,2014-12-31,Cash
5500,5199,556.08,2023-11-12,Bank Transfer
5501,8087,573.13,2008-07-16,Bank Transfer
5502,16231,297.78,2020-01-31,Cash
5503,16422,813.47,2022-11-17,Bank Transfer
5504,1103,837.33,2023-07-10,Bank Transfer
5505,13405,699.34,2020-02-29,Bank Transfer
5506,2875,160.83,2021-04-16,Credit Card
5507,7997,283.23,2018-05-21,Credit Card
5508,1663,172.62,2014-01-12,Bank Transfer
5509,5064,591.56,2010-09-16,Credit Card
5510,258,629.7,2014-08-23,Bank Transfer
5511,6057,295.62,2009-10-23,Credit Card
5512,8801,212.57,2021-07-17,Cash
5513,5425,150.59,2019-06-29,Cash
5514,15172,887.09,2011-10-20,PayPal
5515,5091,651.08,2012-11-12,Credit Card
5516,10309,565.7,2022-12-03,Cash
5517,14324,376.7,2022-06-29,Credit Card
5518,5403,570.72,2021-11-27,PayPal
5519,11653,169.95,2020-08-22,Cash
5520,6274,258.83,2011-03-29,PayPal
5521,14889,356.47,2025-10-01,PayPal
5522,7902,275.25,2024-04-16,Cash
5523,1481,520.99,2011-08-23,Credit Card
5524,10854,869.74,2012-11-15,PayPal
5525,1964,477.13,2012-11-14,Bank Transfer
5526,6612,813.64,2013-04-08,Cash
5527,4009,200.83,2023-11-19,PayPal
5528,2579,483.09,2014-04-21,Credit Card
5529,13008,603.08,2015-12-17,Credit Card
5530,5725,584.14,2023-11-15,Cash
5531,2604,569.77,2023-09-14,PayPal
5532,15552,121.47,2024-03-18,Credit Card
5533,6055,255.83,2025-06-14,Credit Card
5534,3291,762.44,2018-09-24,Bank Transfer
5535,2698,123.66,2017-05-01,PayPal
5536,12769,428.47,2010-12-03,Bank Transfer
5537,16171,224.16,2009-01-25,Cash
5538,11251,584.14,2023-11-20,Cash
5539,15660,592.86,2015-08-25,Bank Transfer
5540,15230,260.52,2015-03-27,Credit Card
5541,9500,225.08,2012-10-06,Cash
5542,7937,437.05,2015-12-19,Cash
5543,4577,895.05,2019-01-31,Cash
5544,6150,762.44,2018-09-28,Credit Card
5545,6330,196.07,2024-05-06,PayPal
5546,13984,711.0,2013-09-17,Bank Transfer
5547,15897,526.5,2018-07-23,Cash
5548,8332,170.94,2013-09-09,Credit Card
5549,4185,400.32,2015-10-15,PayPal
5550,1631,287.33,2019-06-26,Bank Transfer
5551,15705,856.38,2018-12-24,PayPal
5552,4687,255.83,2025-05-25,Credit Card
5553,4710,789.92,2012-08-02,Cash
5554,2549,181.32,2009-03-03,PayPal
5555,10769,275.76,2017-02-24,PayPal
5556,12256,746.34,2010-03-25,Credit Card
5557,6682,772.93,2025-06-08,PayPal
5558,15594,385.05,2023-06-04,Cash
5559,15876,401.0,2020-12-17,Bank Transfer
5560,15633,458.65,2023-01-01,Credit Card
5561,15977,544.09,2020-11-25,PayPal
5562,10831,826.23,2016-01-26,Bank Transfer
5563,17279,251.77,2019-10-10,Credit Card
5564,8631,350.42,2009-11-05,Bank Transfer
5565,11363,705.75,2008-12-25,Credit Card
5566,7750,482.07,2009-12-23,Bank Transfer
5567,16362,295.64,2016-12-17,Bank Transfer
5568,14714,405.27,2015-01-28,PayPal
5569,360,787.27,2016-02-17,Cash
5570,3,196.75,2024-11-13,PayPal
5571,8887,838.51,2012-01-13,PayPal
5572,1651,497.06,2008-12-26,Cash
5573,11523,826.23,2016-01-24,Cash
5574,6073,451.09,2018-12-13,Cash
5575,9296,576.23,2022-09-04,PayPal
5576,12737,242.35,2020-10-21,Cash
5577,10470,578.54,2021-03-08,Cash
5578,8136,851.9,2019-12-04,Bank Transfer
5579,6645,544.82,2013-04-23,Bank Transfer
5580,1738,704.25,2019-12-25,Cash
5581,9624,522.63,2019-04-11,Bank Transfer
5582,14617,262.78,2010-12-22,PayPal
5583,4224,160.65,2020-12-06,Cash
5584,3616,789.5,2009-07-13,Bank Transfer
5585,6017,521.99,2022-03-08,PayPal
5586,5872,494.55,2020-07-10,Credit Card
5587,7662,324.3,2012-09-29,PayPal
5588,2664,792.52,2012-10-01,Bank Transfer
5589,10041,176.12,2020-10-29,Credit Card
5590,16976,259.8,2021-10-06,Cash
5591,1570,388.24,2019-04-15,Credit Card
5592,16404,510.47,2019-10-20,PayPal
5593,9960,122.47,2022-10-31,Credit Card
5594,8890,757.9,2022-07-01,Bank Transfer
5595,11325,400.32,2015-10-19,Cash
5596,474,856.38,2018-12-23,Bank Transfer
5597,8504,256.57,2010-12-03,Credit Card
5598,8331,161.58,2015-07-31,Bank Transfer
5599,9922,448.27,2020-11-05,PayPal
5600,141,401.02,2023-11-06,Credit Card
5601,13306,126.43,2014-12-18,PayPal
5602,8990,727.62,2020-02-23,Bank Transfer
5603,323,772.93,2025-07-04,PayPal
5604,9895,745.4,2025-08-12,Bank Transfer
5605,4312,201.51,2019-11-05,PayPal
5606,10967,117.07,2010-01-22,Cash
5607,6701,664.02,2011-02-18,Credit Card
5608,1105,235.63,2009-05-26,Cash
5609,13313,640.96,2019-03-06,Cash
5610,10335,123.66,2017-04-29,PayPal
5611,10193,788.82,2012-01-09,PayPal
5612,3291,147.41,2014-12-01,Cash
5613,15054,826.78,2018-11-17,Cash
5614,5677,174.91,2011-11-25,Bank Transfer
5615,17006,126.43,2014-12-15,Cash
5616,12101,689.01,2015-03-05,Credit Card
5617,7468,682.6,2017-02-13,PayPal
5618,12312,829.36,2022-01-24,Cash
5619,14203,511.71,2011-05-27,Credit Card
5620,14714,357.56,2014-05-29,Credit Card
5621,8811,809.41,2024-07-19,Cash
5622,14047,173.38,2022-12-09,Credit Card
5623,5862,765.34,2022-03-12,Credit Card
5624,4948,713.64,2012-12-03,Bank Transfer
5625,14662,234.26,2016-07-13,PayPal
5626,3129,423.74,2012-05-15,Cash
5627,784,200.51,2010-08-04,PayPal
5628,3310,623.4,2008-08-13,Bank Transfer
5629,4516,252.83,2013-04-10,Bank Transfer
5630,10817,358.45,2009-07-13,Cash
5631,11413,807.53,2012-11-05,Cash
5632,14720,542.67,2010-10-06,PayPal
5633,7376,179.62,2021-01-24,Bank Transfer
5634,16886,461.16,2014-11-05,Bank Transfer
5635,14716,472.1,2019-01-22,PayPal
5636,14381,505.92,2024-12-15,Bank Transfer
5637,4797,238.57,2009-07-16,Cash
5638,7484,568.01,2025-05-19,Cash
5639,16715,179.78,2017-08-12,Bank Transfer
5640,11891,230.32,2017-10-05,PayPal
5641,8678,313.96,2018-02-05,Cash
5642,14018,753.47,2008-05-10,Bank Transfer
5643,34,689.58,2015-04-05,Cash
5644,10657,207.64,2018-08-29,Cash
5645,842,491.61,2010-03-22,Cash
5646,7443,498.93,2022-03-01,PayPal
5647,16787,300.64,2020-03-09,Cash
5648,10417,148.88,2013-10-14,PayPal
5649,8060,482.22,2022-08-16,Credit Card
5650,9260,270.99,2015-02-28,Bank Transfer
5651,12189,851.9,2019-12-03,Bank Transfer
5652,6483,770.57,2010-07-26,PayPal
5653,2637,817.03,2010-03-27,Cash
5654,12045,251.26,2023-10-16,Cash
5655,7409,538.22,2020-06-16,Cash
5656,12512,893.72,2023-02-15,Cash
5657,6427,767.26,2024-08-08,Cash
5658,1295,849.19,2011-04-02,Bank Transfer
5659,12158,691.47,2008-05-11,Cash
5660,17555,472.73,2022-08-11,Cash
5661,4918,813.47,2022-11-02,Credit Card
5662,671,188.61,2018-12-02,Cash
5663,14148,838.51,2012-01-01,Bank Transfer
5664,9851,232.16,2012-10-16,Bank Transfer
5665,1559,222.71,2019-10-08,PayPal
5666,12162,753.47,2008-05-18,PayPal
5667,17563,562.37,2010-05-19,Credit Card
5668,5303,432.06,2024-11-28,PayPal
5669,4743,573.13,2008-07-09,PayPal
5670,17452,276.26,2013-10-02,PayPal
5671,15161,881.28,2024-02-09,Cash
5672,9324,777.57,2023-04-30,Cash
5673,1256,596.96,2024-05-18,Cash
5674,4962,715.06,2010-02-04,Cash
5675,10292,417.96,2014-10-11,Credit Card
5676,6967,346.21,2022-07-03,PayPal
5677,6445,664.02,2011-03-01,PayPal
5678,17457,108.92,2022-11-11,PayPal
5679,12440,211.32,2025-09-03,Credit Card
5680,7752,361.69,2019-08-26,PayPal
5681,11586,206.42,2022-03-05,Cash
5682,10551,596.96,2024-05-26,Credit Card
5683,15082,300.64,2020-03-10,Credit Card
5684,420,451.09,2018-12-18,Cash
5685,3710,251.77,2019-10-06,Credit Card
5686,9913,543.09,2017-11-06,Credit Card
5687,10286,844.9,2013-12-16,Cash
5688,7223,226.46,2019-03-13,PayPal
5689,12229,848.61,2012-08-06,PayPal
5690,7563,110.34,2019-01-06,Bank Transfer
5691,1362,324.3,2012-10-12,PayPal
5692,10168,253.15,2018-12-31,Credit Card
5693,7137,887.09,2011-10-21,Bank Transfer
5694,3150,753.46,2021-10-21,Cash
5695,15295,188.61,2018-11-11,PayPal
5696,4550,546.96,2016-04-18,Cash
5697,16490,573.12,2025-06-12,Bank Transfer
5698,3268,838.51,2012-01-20,Bank Transfer
5699,10046,200.51,2010-07-28,Cash
5700,292,374.69,2023-03-13,PayPal
5701,6984,231.4,2010-02-05,Credit Card
5702,4021,528.73,2009-08-27,PayPal
5703,3192,892.96,2014-06-21,Cash
5704,6621,140.14,2014-12-16,Bank Transfer
5705,3116,222.7,2023-10-04,Cash
5706,10197,781.23,2011-05-13,Credit Card
5707,14584,517.61,2010-09-12,PayPal
5708,7345,667.73,2021-05-13,PayPal
5709,1299,240.93,2022-04-25,Credit Card
5710,2611,126.43,2015-01-11,Cash
5711,5630,824.16,2012-09-26,Credit Card
5712,2542,422.3,2019-06-02,Cash
5713,11587,295.64,2016-12-29,Credit Card
5714,10702,131.87,2017-07-26,PayPal
5715,3033,895.05,2019-02-06,Bank Transfer
5716,14576,492.74,2020-10-16,Cash
5717,15466,692.11,2022-10-30,PayPal
5718,10183,845.46,2020-10-29,Cash
5719,2444,780.15,2022-05-02,Credit Card
5720,11979,213.16,2015-10-18,Credit Card
5721,14150,200.13,2025-04-14,PayPal
5722,2545,694.3,2019-02-04,Cash
5723,16287,562.37,2010-05-26,Cash
5724,2499,689.58,2015-03-19,PayPal
5725,15120,288.5,2015-12-09,PayPal
5726,11599,463.7,2025-06-19,PayPal
5727,5386,298.07,2015-07-14,Bank Transfer
5728,8137,132.96,2011-03-19,Bank Transfer
5729,11389,781.57,2021-05-10,PayPal
5730,7105,623.4,2008-07-21,PayPal
5731,6372,428.51,2023-12-17,Cash
5732,10021,570.72,2021-11-23,Bank Transfer
5733,11726,859.12,2017-01-04,Bank Transfer
5734,11449,845.46,2020-11-09,Bank Transfer
5735,16688,279.91,2020-12-26,Bank Transfer
5736,15662,126.43,2015-01-03,PayPal
5737,16009,258.83,2011-03-28,Cash
5738,7688,651.62,2018-01-02,Cash
5739,14361,823.91,2020-05-16,Credit Card
5740,16929,852.58,2009-12-09,Bank Transfer
5741,13711,408.87,2008-11-19,PayPal
5742,15230,642.4,2018-09-19,Credit Card
5743,14524,422.01,2009-01-20,Bank Transfer
5744,4211,234.26,2016-06-27,Bank Transfer
5745,14513,642.4,2018-08-24,Bank Transfer
5746,6858,176.12,2020-10-07,Credit Card
5747,15087,463.7,2025-06-22,Bank Transfer
5748,10951,569.77,2023-09-10,Credit Card
5749,10205,469.71,2017-04-04,Bank Transfer
5750,8832,706.09,2024-06-06,Bank Transfer
5751,16712,772.93,2025-06-24,Credit Card
5752,6456,260.28,2023-01-04,Bank Transfer
5753,8377,224.16,2009-01-16,Credit Card
5754,6335,763.32,2010-07-06,Credit Card
5755,10561,832.56,2008-06-09,PayPal
5756,8741,231.6,2018-05-27,PayPal
5757,10904,182.81,2012-07-08,Bank Transfer
5758,14686,156.08,2012-08-25,Cash
5759,7795,216.11,2025-08-20,Credit Card
5760,3419,853.85,2013-12-12,Cash
5761,3478,188.61,2018-11-26,Cash
5762,8232,735.83,2022-02-26,PayPal
5763,5564,249.06,2023-12-21,Cash
5764,6776,568.87,2017-11-18,Credit Card
5765,5485,567.06,2020-08-29,PayPal
5766,2078,101.88,2017-11-24,Bank Transfer
5767,16985,690.21,2021-11-07,Credit Card
5768,11059,638.29,2020-09-14,Cash
5769,8571,666.59,2013-09-09,Credit Card
5770,8407,584.66,2010-10-02,PayPal
5771,14864,172.62,2013-12-30,Credit Card
5772,15647,497.06,2008-12-12,Credit Card
5773,8679,795.48,2021-08-08,Bank Transfer
5774,9662,424.08,2021-12-10,Credit Card
5775,7373,170.94,2013-08-27,Cash
5776,14769,401.19,2017-05-23,Credit Card
5777,5016,489.74,2025-01-30,Bank Transfer
5778,7454,122.47,2022-10-20,PayPal
5779,16631,719.26,2021-01-08,PayPal
5780,11606,122.27,2016-12-02,Cash
5781,8482,677.53,2025-09-03,Bank Transfer
5782,16956,464.01,2015-09-24,PayPal
5783,15655,280.86,2008-05-29,Bank Transfer
5784,9476,541.73,2017-06-19,Credit Card
5785,15404,569.41,2023-01-30,PayPal
5786,617,247.79,2024-07-07,Bank Transfer
5787,8677,280.73,2008-06-04,PayPal
5788,7700,692.81,2025-07-14,PayPal
5789,11520,896.2,2016-10-31,Cash
5790,1420,647.88,2022-06-29,Credit Card
5791,9549,208.08,2019-07-26,PayPal
5792,6886,360.55,2019-11-04,Bank Transfer
5793,2965,219.31,2025-09-11,PayPal
5794,2152,544.09,2020-11-21,PayPal
5795,14260,313.96,2018-02-02,PayPal
5796,17117,192.26,2015-09-13,Bank Transfer
5797,15327,206.42,2022-02-26,Credit Card
5798,5099,196.55,2021-07-15,Credit Card
5799,508,781.23,2011-06-15,PayPal
5800,4637,587.18,2022-12-30,Credit Card
5801,10770,295.43,2017-12-13,PayPal
5802,8167,823.91,2020-04-28,PayPal
5803,3174,147.59,2009-07-10,Credit Card
5804,16507,252.38,2015-12-29,Cash
5805,12049,463.69,2023-10-23,Credit Card
5806,6165,275.25,2024-04-25,PayPal
5807,16449,568.01,2025-05-19,PayPal
5808,2037,754.81,2020-07-24,Cash
5809,15409,234.47,2013-02-17,Credit Card
5810,16883,388.09,2022-01-28,PayPal
5811,2534,799.73,2019-01-18,Bank Transfer
5812,8869,726.74,2015-07-06,PayPal
5813,16034,425.89,2013-06-12,PayPal
5814,7333,585.97,2020-09-03,Cash
5815,11288,448.27,2020-10-30,Credit Card
5816,7307,634.23,2022-07-20,Bank Transfer
5817,1442,240.93,2022-03-31,Cash
