enrollment_id,student_id,course_id,enrolled_on,completion_status,payment_id
3400,11083,243,2010-09-26,completed,3400
3401,4610,708,2012-05-03,completed,3401
3402,14041,227,2011-12-04,completed,3402
3403,400,569,2011-09-28,completed,3403
3404,15808,4,2010-07-01,completed,3404
3405,15404,800,2017-08-10,dropped,3405
3406,8980,151,2015-01-05,completed,3406
3407,12677,34,2017-05-23,completed,3407
3408,2273,622,2019-05-18,completed,3408
3409,16788,742,2015-05-29,completed,3409
3410,15518,313,2020-11-16,completed,3410
3411,5235,412,2010-09-10,completed,3411
3412,8210,881,2025-06-18,enrolled,3412
3413,12751,892,2025-08-06,enrolled,3413
3414,6574,530,2019-09-03,completed,3414
3415,7183,473,2017-06-27,dropped,3415
3416,9755,273,2014-07-22,completed,3416
3417,5254,896,2025-06-14,enrolled,3417
3418,4319,855,2018-12-29,completed,3418
3419,4024,607,2018-02-27,completed,3419
3420,10988,834,2010-04-24,dropped,3420
3421,2660,739,2013-05-09,completed,3421
3422,2508,757,2017-03-15,completed,3422
3423,1744,330,2018-08-14,dropped,3423
3424,1105,644,2016-09-27,completed,3424
3425,6462,863,2025-09-10,enrolled,3425
3426,15377,227,2011-11-26,completed,3426
3427,3569,479,2021-11-28,completed,3427
3428,14897,513,2021-06-30,dropped,3428
3429,5071,240,2015-09-23,completed,3429
3430,11561,701,2012-12-26,dropped,3430
3431,10573,333,2009-12-26,dropped,3431
3432,7570,227,2011-12-06,completed,3432
3433,9954,232,2015-02-20,completed,3433
3434,17224,382,2008-06-30,dropped,3434
3435,14459,303,2021-03-20,dropped,3435
3436,12152,322,2020-08-14,dropped,3436
3437,2802,388,2016-02-17,completed,3437
3438,15593,151,2015-01-19,completed,3438
3439,14531,554,2014-02-06,completed,3439
3440,4321,4,2010-06-26,completed,3440
3441,413,560,2010-11-18,dropped,3441
3442,11329,186,2009-09-26,completed,3442
3443,7083,463,2013-04-26,completed,3443
3444,6501,764,2010-08-09,completed,3444
3445,14595,645,2010-07-10,completed,3445
3446,12415,500,2024-07-18,completed,3446
3447,3199,315,2011-06-17,completed,3447
3448,16154,702,2020-12-05,completed,3448
3449,344,879,2025-06-18,enrolled,3449
3450,718,892,2025-08-02,enrolled,3450
3451,5764,656,2009-09-28,completed,3451
3452,8434,243,2010-09-20,completed,3452
3453,10886,351,2016-02-16,dropped,3453
3454,9452,422,2009-12-25,dropped,3454
3455,4466,133,2010-08-30,completed,3455
3456,9436,21,2019-12-17,completed,3456
3457,11875,237,2012-10-27,completed,3457
3458,2276,346,2023-06-23,completed,3458
3459,16877,867,2025-07-09,enrolled,3459
3460,10469,64,2011-02-09,dropped,3460
3461,1100,79,2022-07-17,completed,3461
3462,25,271,2013-04-13,completed,3462
3463,8687,661,2010-10-26,completed,3463
3464,5160,52,2014-11-26,completed,3464
3465,2773,841,2017-08-25,dropped,3465
3466,7143,117,2020-10-31,completed,3466
3467,11025,852,2023-09-09,completed,3467
3468,6931,147,2016-04-14,completed,3468
3469,13418,297,2013-05-02,completed,3469
3470,587,900,2025-09-08,enrolled,3470
3471,9054,729,2017-12-25,completed,3471
3472,13589,673,2020-08-28,dropped,3472
3473,5811,22,2010-07-24,completed,3473
3474,14964,27,2019-03-02,dropped,3474
3475,15068,447,2015-07-21,completed,3475
3476,1240,391,2021-03-16,completed,3476
3477,16806,553,2008-05-07,completed,3477
3478,12793,894,2025-06-03,enrolled,3478
3479,14571,653,2017-09-27,completed,3479
3480,13468,328,2020-01-01,completed,3480
3481,11441,46,2015-01-04,completed,3481
3482,11751,133,2010-09-04,completed,3482
3483,15555,421,2016-08-18,completed,3483
3484,2382,665,2015-12-25,completed,3484
3485,16151,431,2011-02-13,completed,3485
3486,3880,469,2015-03-21,completed,3486
3487,16824,93,2009-03-22,completed,3487
3488,5953,389,2008-12-15,dropped,3488
3489,224,820,2016-03-08,completed,3489
3490,2591,448,2021-10-31,completed,3490
3491,9225,365,2021-09-21,dropped,3491
3492,14119,581,2012-01-14,completed,3492
3493,10510,235,2024-06-01,completed,3493
3494,5588,537,2021-08-07,completed,3494
3495,5960,263,2016-05-04,dropped,3495
3496,3805,553,2008-05-18,completed,3496
3497,11797,898,2025-05-19,enrolled,3497
3498,12343,763,2014-11-08,completed,3498
3499,628,669,2013-09-28,completed,3499
3500,6851,907,2025-09-22,enrolled,3500
3501,1963,355,2021-08-13,completed,3501
3502,9842,736,2012-05-19,completed,3502
3503,13682,430,2018-11-12,completed,3503
3504,16403,422,2010-01-06,completed,3504
3505,4386,189,2022-02-25,completed,3505
3506,14369,903,2025-04-18,enrolled,3506
3507,3218,359,2019-03-31,dropped,3507
3508,1497,452,2013-09-02,completed,3508
3509,17036,530,2019-09-03,completed,3509
3510,14006,461,2018-09-09,dropped,3510
3511,7711,537,2021-07-19,dropped,3511
3512,10779,612,2008-12-22,completed,3512
3513,5987,598,2023-10-05,completed,3513
3514,1600,618,2014-04-29,completed,3514
3515,8274,816,2016-06-09,completed,3515
3516,5273,131,2013-07-10,dropped,3516
3517,6531,557,2023-06-13,completed,3517
3518,12533,824,2017-05-23,completed,3518
3519,15307,750,2017-12-24,completed,3519
3520,326,728,2023-09-10,completed,3520
3521,14197,90,2019-05-25,completed,3521
3522,11209,506,2020-04-27,completed,3522
3523,9747,737,2008-06-27,dropped,3523
3524,15679,368,2021-07-03,completed,3524
3525,9433,741,2016-09-09,completed,3525
3526,12932,669,2013-09-19,completed,3526
3527,8975,791,2017-06-06,completed,3527
3528,8830,141,2011-04-03,dropped,3528
3529,9602,807,2010-06-10,completed,3529
3530,15640,572,2013-04-07,completed,3530
3531,15308,538,2009-07-19,dropped,3531
3532,3176,784,2021-05-24,completed,3532
3533,13424,867,2025-07-20,enrolled,3533
3534,3085,311,2015-12-26,completed,3534
3535,13869,474,2012-10-31,completed,3535
3536,4233,290,2009-12-02,dropped,3536
3537,14418,474,2012-10-27,completed,3537
3538,4965,824,2017-05-23,completed,3538
3539,811,730,2010-04-08,completed,3539
3540,9811,629,2014-11-23,completed,3540
3541,15259,335,2016-01-15,completed,3541
3542,9963,869,2025-09-05,enrolled,3542
3543,10788,870,2025-08-25,enrolled,3543
3544,10512,641,2023-12-30,completed,3544
3545,3707,718,2021-04-24,completed,3545
3546,13686,873,2025-07-10,enrolled,3546
3547,16998,419,2018-10-14,completed,3547
3548,7290,169,2020-04-04,dropped,3548
3549,9476,118,2023-11-03,completed,3549
3550,6833,830,2013-12-29,completed,3550
3551,11103,865,2025-08-15,enrolled,3551
3552,2950,379,2010-09-24,completed,3552
3553,12261,454,2019-08-19,dropped,3553
3554,7335,187,2021-11-28,completed,3554
3555,10474,831,2012-06-11,completed,3555
3556,4349,172,2011-07-22,completed,3556
3557,8880,530,2019-08-22,completed,3557
3558,8310,493,2014-11-25,dropped,3558
3559,2312,166,2013-04-18,dropped,3559
3560,12772,271,2013-03-27,completed,3560
3561,9367,845,2009-11-10,completed,3561
3562,3431,903,2025-04-16,enrolled,3562
3563,3680,911,2025-05-27,enrolled,3563
3564,4547,34,2017-05-10,completed,3564
3565,16875,597,2008-11-14,completed,3565
3566,17102,133,2010-09-12,completed,3566
3567,4762,489,2017-05-04,dropped,3567
3568,2795,302,2012-08-05,completed,3568
3569,1236,152,2024-01-04,completed,3569
3570,9648,116,2009-03-16,completed,3570
3571,17487,401,2014-08-13,dropped,3571
3572,9517,32,2023-01-17,completed,3572
3573,13102,46,2015-01-06,completed,3573
3574,16571,785,2016-12-05,completed,3574
3575,5236,39,2018-03-17,completed,3575
3576,2914,566,2010-02-27,completed,3576
3577,2648,255,2019-12-08,dropped,3577
3578,11406,539,2022-09-10,completed,3578
3579,11510,844,2023-11-15,completed,3579
3580,9879,575,2023-12-28,completed,3580
3581,7868,492,2021-10-04,completed,3581
3582,8818,172,2011-07-24,completed,3582
3583,4492,305,2009-06-27,completed,3583
3584,2413,474,2012-11-01,completed,3584
3585,7708,900,2025-08-23,enrolled,3585
3586,10699,652,2019-01-09,completed,3586
3587,9706,677,2015-09-20,dropped,3587
3588,2776,330,2018-08-01,completed,3588
3589,11365,142,2010-10-28,completed,3589
3590,9842,873,2025-07-27,enrolled,3590
3591,3169,129,2014-10-19,completed,3591
3592,4422,85,2020-06-11,completed,3592
3593,12673,749,2015-08-07,completed,3593
3594,6123,845,2009-11-22,completed,3594
3595,13234,616,2014-02-26,completed,3595
3596,11991,296,2008-05-25,completed,3596
3597,7179,494,2017-04-07,completed,3597
3598,8325,700,2008-11-05,completed,3598
3599,11241,608,2009-05-20,completed,3599
3600,9947,866,2025-07-25,enrolled,3600
3601,15963,444,2023-11-19,dropped,3601
3602,10605,699,2019-06-24,completed,3602
3603,14450,404,2012-11-08,completed,3603
3604,1268,192,2020-02-17,completed,3604
3605,8211,532,2023-01-22,dropped,3605
3606,12124,755,2019-02-17,completed,3606
3607,384,746,2017-11-12,completed,3607
3608,2797,846,2009-08-10,completed,3608
3609,9701,136,2020-07-08,completed,3609
3610,996,91,2019-03-09,completed,3610
3611,5709,636,2015-03-22,completed,3611
3612,7639,305,2009-06-08,completed,3612
3613,1844,85,2020-05-17,completed,3613
3614,4228,54,2022-05-07,completed,3614
3615,2551,643,2022-03-14,completed,3615
3616,5884,175,2016-01-26,completed,3616
3617,9291,447,2015-07-15,completed,3617
3618,1521,466,2019-04-10,completed,3618
3619,1828,690,2024-01-25,dropped,3619
3620,1391,79,2022-07-23,completed,3620
3621,16039,153,2022-11-14,dropped,3621
3622,16486,546,2012-01-03,completed,3622
3623,11361,106,2023-06-07,completed,3623
3624,16962,259,2022-02-22,dropped,3624
3625,13130,284,2016-03-05,dropped,3625
3626,16968,728,2023-09-05,completed,3626
3627,6548,468,2023-08-16,completed,3627
3628,14993,6,2024-11-21,enrolled,3628
3629,6575,56,2008-04-16,completed,3629
3630,12189,347,2012-03-10,completed,3630
3631,1647,435,2019-07-17,dropped,3631
3632,6457,766,2017-05-19,completed,3632
3633,7049,299,2015-11-03,completed,3633
3634,11837,838,2013-05-05,completed,3634
3635,1167,303,2021-04-05,completed,3635
3636,15348,65,2014-03-19,completed,3636
3637,14360,784,2021-05-03,completed,3637
3638,9741,628,2022-10-14,completed,3638
3639,16163,84,2019-04-17,completed,3639
3640,12204,226,2019-03-12,completed,3640
3641,633,908,2025-09-25,enrolled,3641
3642,5066,912,2025-05-23,enrolled,3642
3643,5516,342,2018-05-21,completed,3643
3644,10338,762,2018-09-12,completed,3644
3645,6047,111,2009-07-16,dropped,3645
3646,10129,357,2023-11-27,completed,3646
3647,13626,32,2023-01-25,completed,3647
3648,2251,479,2021-12-05,completed,3648
3649,822,508,2018-02-16,completed,3649
3650,198,132,2023-01-20,completed,3650
3651,17059,110,2009-08-03,completed,3651
3652,15005,521,2022-08-09,completed,3652
3653,8540,70,2020-09-10,completed,3653
3654,1516,7,2014-04-08,completed,3654
3655,3753,654,2015-03-27,completed,3655
3656,13291,97,2020-07-19,completed,3656
3657,13135,359,2019-04-18,completed,3657
3658,2110,243,2010-09-16,completed,3658
3659,11551,260,2014-08-14,completed,3659
3660,4062,30,2016-06-26,completed,3660
3661,2179,764,2010-08-26,dropped,3661
3662,153,208,2014-05-10,completed,3662
3663,5564,256,2008-07-16,completed,3663
3664,17103,272,2020-12-29,completed,3664
3665,11251,835,2022-12-31,dropped,3665
3666,11504,302,2012-08-10,completed,3666
3667,1711,148,2012-11-19,completed,3667
3668,5628,770,2021-11-11,dropped,3668
3669,4021,524,2023-02-13,completed,3669
3670,1016,715,2017-08-24,dropped,3670
3671,1346,765,2012-03-31,completed,3671
3672,104,254,2013-10-03,completed,3672
3673,13289,698,2022-08-17,completed,3673
3674,1658,240,2015-10-16,dropped,3674
3675,2864,113,2011-03-17,completed,3675
3676,6152,792,2014-05-04,completed,3676
3677,6266,677,2015-09-23,dropped,3677
3678,5551,209,2015-08-31,completed,3678
3679,15050,161,2011-10-04,completed,3679
3680,14001,210,2018-10-28,completed,3680
3681,5050,544,2018-11-18,completed,3681
3682,15546,103,2014-10-07,completed,3682
3683,5357,129,2014-09-29,completed,3683
3684,7025,710,2019-02-12,completed,3684
3685,13631,365,2021-09-20,completed,3685
3686,5555,888,2025-06-08,enrolled,3686
3687,11686,884,2025-07-12,enrolled,3687
3688,15329,308,2012-08-19,completed,3688
3689,12703,486,2014-06-28,completed,3689
3690,12007,577,2013-12-06,completed,3690
3691,6181,478,2010-01-09,completed,3691
3692,13223,276,2008-08-05,completed,3692
3693,5519,237,2012-10-25,completed,3693
3694,5311,16,2024-03-28,completed,3694
3695,2199,69,2011-04-07,dropped,3695
3696,7763,598,2023-09-12,completed,3696
3697,12952,31,2019-02-16,completed,3697
3698,15384,525,2023-05-05,completed,3698
3699,1234,2,2023-12-15,completed,3699
3700,2590,609,2024-02-03,completed,3700
3701,13856,502,2017-02-26,completed,3701
3702,12929,86,2013-06-27,completed,3702
3703,14133,695,2009-06-04,completed,3703
3704,9939,218,2017-07-17,completed,3704
3705,9992,665,2015-12-02,dropped,3705
3706,9433,518,2016-10-31,dropped,3706
3707,14779,628,2022-10-09,dropped,3707
3708,15800,669,2013-09-17,completed,3708
3709,13723,250,2019-07-15,completed,3709
3710,10687,864,2025-07-22,enrolled,3710
3711,6256,913,2025-07-09,enrolled,3711
3712,2077,67,2023-07-31,completed,3712
3713,10319,210,2018-11-18,completed,3713
3714,2875,456,2009-05-28,completed,3714
3715,12918,603,2015-10-18,completed,3715
3716,17561,794,2021-07-03,completed,3716
3717,14320,846,2009-08-03,completed,3717
3718,16975,38,2013-02-17,completed,3718
3719,8873,742,2015-06-01,dropped,3719
3720,9227,725,2021-03-01,completed,3720
3721,15522,437,2022-08-01,completed,3721
3722,16655,468,2023-08-16,completed,3722
3723,5640,485,2020-06-22,completed,3723
3724,3245,308,2012-08-01,dropped,3724
3725,8059,465,2023-08-02,completed,3725
3726,16203,428,2022-09-17,dropped,3726
3727,13198,361,2017-12-02,completed,3727
3728,15319,188,2024-12-16,enrolled,3728
3729,2498,714,2020-05-07,completed,3729
3730,5870,146,2024-10-29,completed,3730
3731,1309,110,2009-07-23,completed,3731
3732,17439,100,2010-06-12,completed,3732
3733,1807,516,2015-08-11,completed,3733
3734,14238,364,2008-05-19,completed,3734
3735,2746,648,2021-05-22,completed,3735
3736,1692,347,2012-02-25,dropped,3736
3737,14871,577,2013-12-15,completed,3737
3738,13797,567,2023-09-21,completed,3738
3739,5423,455,2019-06-14,completed,3739
3740,16821,569,2011-09-06,completed,3740
3741,5575,839,2010-07-09,completed,3741
3742,4314,294,2010-07-30,completed,3742
3743,16302,295,2008-08-17,completed,3743
3744,8176,177,2015-09-26,completed,3744
3745,10193,824,2017-05-25,completed,3745
3746,1156,523,2022-03-05,completed,3746
3747,1004,884,2025-06-24,enrolled,3747
3748,9748,368,2021-07-07,completed,3748
3749,12775,211,2008-08-12,completed,3749
3750,13273,166,2013-04-16,completed,3750
3751,9942,378,2009-03-22,dropped,3751
3752,4128,451,2015-06-13,completed,3752
3753,10683,475,2018-01-03,completed,3753
3754,6491,501,2023-07-05,completed,3754
3755,11412,743,2024-10-28,completed,3755
3756,6500,210,2018-11-08,completed,3756
3757,12992,867,2025-07-07,enrolled,3757
3758,6991,61,2017-06-29,completed,3758
3759,10352,274,2023-09-01,completed,3759
3760,16897,46,2015-01-02,completed,3760
3761,16914,353,2023-02-03,completed,3761
3762,16226,681,2013-07-13,completed,3762
3763,15918,411,2012-11-02,completed,3763
3764,4909,524,2023-02-26,completed,3764
3765,455,525,2023-05-06,dropped,3765
3766,15601,561,2009-11-25,dropped,3766
3767,12225,864,2025-07-03,enrolled,3767
3768,6403,190,2012-10-11,completed,3768
3769,17561,486,2014-07-15,completed,3769
3770,7752,431,2011-02-08,dropped,3770
3771,14251,900,2025-08-25,enrolled,3771
3772,16637,132,2023-02-03,completed,3772
3773,12162,350,2017-12-23,dropped,3773
3774,12595,585,2009-03-05,dropped,3774
3775,9911,223,2020-11-02,completed,3775
3776,17016,583,2009-09-21,completed,3776
3777,16476,743,2024-10-14,completed,3777
3778,5683,891,2025-06-15,enrolled,3778
3779,12559,661,2010-10-21,completed,3779
3780,11713,295,2008-08-26,dropped,3780
3781,4820,274,2023-09-11,completed,3781
3782,1486,263,2016-04-12,completed,3782
3783,14749,190,2012-10-06,completed,3783
3784,5252,662,2011-06-22,completed,3784
3785,5003,145,2020-09-14,completed,3785
3786,7208,845,2009-11-17,completed,3786
3787,6788,820,2016-03-08,dropped,3787
3788,7462,485,2020-06-09,completed,3788
3789,1156,757,2017-03-10,completed,3789
3790,10767,729,2017-12-06,completed,3790
3791,12337,676,2015-01-16,dropped,3791
3792,12589,597,2008-10-30,completed,3792
3793,15569,582,2022-12-02,dropped,3793
3794,12454,888,2025-07-05,enrolled,3794
3795,1556,177,2015-10-08,completed,3795
3796,3171,504,2016-04-08,dropped,3796
3797,2559,188,2024-12-23,enrolled,3797
3798,13835,17,2018-07-15,dropped,3798
3799,12592,569,2011-10-01,completed,3799
3800,12700,237,2012-10-23,completed,3800
3801,5841,474,2012-10-19,completed,3801
3802,13038,74,2012-01-06,completed,3802
3803,3497,840,2013-11-26,completed,3803
3804,4766,681,2013-07-22,completed,3804
3805,10945,53,2024-04-16,completed,3805
3806,870,636,2015-03-22,completed,3806
3807,4680,308,2012-08-04,completed,3807
3808,17202,200,2022-06-11,completed,3808
3809,4671,143,2025-02-06,enrolled,3809
3810,12885,908,2025-09-20,enrolled,3810
3811,16931,417,2022-05-25,completed,3811
3812,3012,89,2013-10-26,completed,3812
3813,7264,634,2016-09-25,completed,3813
3814,14376,678,2010-03-27,completed,3814
3815,6039,785,2016-12-24,completed,3815
3816,2056,811,2010-02-24,completed,3816
3817,10606,353,2023-02-04,dropped,3817
3818,17390,344,2024-01-31,completed,3818
3819,4424,498,2012-09-23,completed,3819
3820,12840,818,2014-01-12,completed,3820
3821,16695,772,2011-07-10,dropped,3821
3822,1716,221,2020-11-07,dropped,3822
3823,12624,307,2024-11-10,enrolled,3823
3824,461,129,2014-10-06,completed,3824
3825,16630,285,2016-12-14,dropped,3825
3826,16425,165,2011-05-14,completed,3826
3827,13004,797,2022-06-09,completed,3827
3828,4288,647,2011-12-24,completed,3828
3829,5388,146,2024-11-01,completed,3829
3830,9629,862,2025-07-02,enrolled,3830
3831,13003,72,2019-01-22,dropped,3831
3832,14902,423,2009-09-04,completed,3832
3833,3889,313,2020-11-12,completed,3833
3834,11420,420,2015-11-29,completed,3834
3835,1947,277,2010-07-07,dropped,3835
3836,4954,667,2013-12-08,completed,3836
3837,9694,854,2022-12-17,completed,3837
3838,6316,874,2025-07-02,enrolled,3838
3839,9212,523,2022-03-14,completed,3839
3840,11226,259,2022-01-30,completed,3840
3841,10813,695,2009-05-17,completed,3841
3842,14317,217,2009-10-11,completed,3842
3843,4370,834,2010-04-19,completed,3843
3844,10274,338,2021-07-02,completed,3844
3845,5010,279,2019-01-03,completed,3845
3846,16124,727,2013-09-22,completed,3846
3847,8417,781,2009-01-31,dropped,3847
3848,6341,329,2009-07-01,completed,3848
3849,12396,36,2009-02-16,completed,3849
3850,12600,691,2023-06-04,completed,3850
3851,16960,286,2022-04-09,completed,3851
3852,4211,888,2025-06-21,enrolled,3852
3853,6698,656,2009-09-30,completed,3853
3854,9398,843,2023-10-22,completed,3854
3855,1681,719,2018-05-06,completed,3855
3856,9661,85,2020-06-06,completed,3856
3857,10322,881,2025-06-15,enrolled,3857
3858,7517,281,2021-03-20,completed,3858
3859,9366,27,2019-02-10,completed,3859
3860,14448,80,2024-06-03,dropped,3860
3861,17192,559,2020-06-18,completed,3861
3862,12348,520,2016-07-01,dropped,3862
3863,2329,791,2017-05-16,completed,3863
3864,1501,507,2015-02-11,completed,3864
3865,13743,460,2015-05-19,completed,3865
3866,13161,151,2015-01-17,completed,3866
3867,2194,218,2017-07-15,completed,3867
3868,9809,312,2017-06-11,completed,3868
3869,2345,529,2014-04-18,completed,3869
3870,16932,575,2023-12-28,completed,3870
3871,856,224,2023-04-16,dropped,3871
3872,2830,569,2011-09-22,completed,3872
3873,10316,395,2010-11-05,completed,3873
3874,13992,160,2024-08-18,completed,3874
3875,6828,488,2024-09-09,completed,3875
3876,16379,338,2021-06-28,completed,3876
3877,11843,909,2025-06-19,enrolled,3877
3878,15715,258,2011-11-17,dropped,3878
3879,4873,242,2022-12-31,dropped,3879
3880,16428,12,2021-07-16,completed,3880
3881,12108,144,2022-04-30,completed,3881
3882,15914,670,2013-12-05,completed,3882
3883,9822,889,2025-06-08,enrolled,3883
3884,215,57,2024-11-06,dropped,3884
3885,12328,772,2011-06-25,completed,3885
3886,3675,606,2022-10-28,completed,3886
3887,3635,840,2013-11-16,dropped,3887
3888,10166,456,2009-06-24,completed,3888
3889,16517,140,2022-05-15,completed,3889
3890,4844,507,2015-02-08,dropped,3890
3891,914,290,2009-11-30,completed,3891
3892,15315,231,2009-02-14,dropped,3892
3893,13752,617,2011-10-23,completed,3893
3894,2849,431,2011-02-07,dropped,3894
3895,12907,272,2020-12-24,completed,3895
3896,10362,271,2013-03-20,completed,3896
3897,7919,688,2022-04-19,completed,3897
3898,15573,305,2009-06-03,completed,3898
3899,3766,760,2008-05-21,completed,3899
3900,15141,468,2023-08-07,completed,3900
3901,11039,592,2009-11-29,completed,3901
3902,9360,286,2022-04-20,completed,3902
3903,6893,431,2011-02-19,completed,3903
3904,17552,556,2020-01-08,completed,3904
3905,15063,814,2025-04-06,enrolled,3905
3906,15110,830,2013-12-18,completed,3906
3907,4886,165,2011-04-28,dropped,3907
3908,12676,60,2013-09-28,completed,3908
3909,12573,745,2024-03-06,dropped,3909
3910,17241,108,2009-10-03,completed,3910
3911,6712,113,2011-03-20,completed,3911
3912,5870,405,2018-07-21,completed,3912
3913,1954,3,2019-05-29,completed,3913
3914,16267,679,2019-02-23,completed,3914
3915,11054,66,2012-01-12,completed,3915
3916,1377,877,2025-07-05,enrolled,3916
3917,1487,217,2009-09-26,completed,3917
3918,1942,624,2011-12-07,completed,3918
3919,17138,556,2019-12-21,completed,3919
3920,3244,268,2024-07-13,completed,3920
3921,7786,741,2016-09-02,completed,3921
3922,5658,664,2025-02-26,enrolled,3922
3923,15024,233,2014-12-27,completed,3923
3924,9038,580,2016-01-01,completed,3924
3925,7878,754,2018-09-24,dropped,3925
3926,563,278,2010-08-13,completed,3926
3927,1507,737,2008-06-29,completed,3927
3928,11726,163,2020-03-08,completed,3928
3929,1002,532,2023-01-21,completed,3929
3930,10249,397,2014-09-20,completed,3930
3931,8191,496,2011-02-15,completed,3931
3932,12087,308,2012-08-14,completed,3932
3933,8280,831,2012-05-26,completed,3933
3934,4586,805,2016-05-22,completed,3934
3935,1533,34,2017-05-17,completed,3935
3936,4233,452,2013-08-17,completed,3936
3937,9395,183,2019-12-19,completed,3937
3938,1084,662,2011-06-15,completed,3938
3939,8135,245,2012-12-12,completed,3939
3940,8948,165,2011-04-26,completed,3940
3941,1579,675,2008-07-04,completed,3941
3942,15915,404,2012-11-20,completed,3942
3943,16509,267,2018-07-08,completed,3943
3944,9537,159,2020-06-25,completed,3944
3945,16399,675,2008-07-06,completed,3945
3946,16069,714,2020-05-08,completed,3946
3947,15598,739,2013-05-20,dropped,3947
3948,15926,279,2018-12-28,completed,3948
3949,13066,249,2009-04-03,completed,3949
3950,14632,771,2020-12-18,dropped,3950
3951,3839,844,2023-11-07,completed,3951
3952,7926,128,2013-10-16,completed,3952
3953,12706,183,2019-12-27,completed,3953
3954,11436,836,2013-09-29,completed,3954
3955,13459,567,2023-09-23,completed,3955
3956,5334,478,2009-12-31,dropped,3956
3957,15417,295,2008-09-09,completed,3957
3958,2275,844,2023-10-24,completed,3958
3959,280,727,2013-09-01,completed,3959
3960,8957,124,2022-11-29,completed,3960
3961,6900,529,2014-04-18,completed,3961
3962,2778,323,2008-06-05,dropped,3962
3963,5080,160,2024-09-05,completed,3963
3964,14083,900,2025-09-09,enrolled,3964
3965,7435,260,2014-08-14,completed,3965
3966,13218,169,2020-04-07,completed,3966
3967,12077,100,2010-06-15,completed,3967
3968,3464,622,2019-05-19,completed,3968
3969,9999,623,2015-03-25,completed,3969
3970,16372,266,2011-09-06,completed,3970
3971,10362,505,2014-10-12,completed,3971
3972,6677,847,2020-04-23,completed,3972
3973,15010,847,2020-04-28,dropped,3973
3974,3245,823,2012-07-24,completed,3974
3975,2842,366,2020-11-07,completed,3975
3976,10371,517,2013-09-07,completed,3976
3977,7416,235,2024-05-08,completed,3977
3978,3153,474,2012-10-26,completed,3978
3979,17444,52,2014-11-12,completed,3979
3980,13972,363,2024-07-06,completed,3980
3981,9836,47,2009-02-16,completed,3981
3982,13952,901,2025-05-24,enrolled,3982
3983,11477,34,2017-05-01,completed,3983
3984,15689,769,2022-09-01,dropped,3984
3985,5125,44,2014-02-03,completed,3985
3986,5989,19,2016-04-13,completed,3986
3987,3892,12,2021-07-25,completed,3987
3988,12746,660,2023-02-21,completed,3988
3989,17293,234,2022-04-14,completed,3989
3990,15645,319,2009-04-14,dropped,3990
3991,17532,8,2023-01-21,completed,3991
3992,2813,210,2018-11-04,dropped,3992
3993,1086,459,2014-03-02,completed,3993
3994,15663,534,2020-07-04,completed,3994
3995,8713,222,2016-08-15,completed,3995
3996,3873,178,2009-08-15,completed,3996
3997,15655,265,2011-09-24,completed,3997
3998,3103,566,2010-02-19,completed,3998
3999,991,169,2020-04-23,completed,3999
4000,7506,330,2018-08-20,dropped,4000
4001,2101,668,2025-01-02,completed,4001
4002,13397,450,2011-10-10,completed,4002
4003,15382,573,2009-10-08,completed,4003
4004,7008,196,2021-06-23,completed,4004
4005,15399,516,2015-08-07,completed,4005
4006,3993,291,2012-01-09,completed,4006
4007,6014,812,2010-03-02,completed,4007
4008,3438,248,2018-06-25,completed,4008
4009,8719,779,2016-10-31,completed,4009
4010,679,774,2024-04-29,completed,4010
4011,11127,506,2020-05-03,dropped,4011
4012,15271,821,2018-01-26,completed,4012
4013,5633,412,2010-08-24,dropped,4013
4014,9569,848,2008-12-13,completed,4014
4015,11793,561,2009-11-19,completed,4015
4016,4900,364,2008-05-22,completed,4016
4017,8301,704,2017-02-15,dropped,4017
4018,8554,735,2022-11-29,completed,4018
4019,15451,674,2023-11-27,completed,4019
4020,1648,662,2011-07-01,completed,4020
4021,15019,447,2015-06-26,completed,4021
4022,4771,860,2025-07-28,enrolled,4022
4023,3591,189,2022-03-05,completed,4023
4024,16346,271,2013-04-07,completed,4024
4025,6036,617,2011-10-13,completed,4025
4026,9160,252,2009-11-11,completed,4026
4027,9801,102,2018-06-09,completed,4027
4028,7251,180,2009-06-25,completed,4028
4029,3026,230,2013-09-28,completed,4029
4030,5353,740,2020-07-09,completed,4030
4031,9842,352,2010-12-13,completed,4031
4032,1009,343,2015-06-10,completed,4032
4033,6397,534,2020-06-13,completed,4033
4034,121,152,2024-01-02,completed,4034
4035,15201,416,2009-07-03,completed,4035
4036,15470,376,2009-11-12,dropped,4036
4037,770,530,2019-08-29,completed,4037
4038,16114,324,2020-11-27,completed,4038
4039,13982,657,2014-02-14,completed,4039
4040,17375,592,2009-12-20,completed,4040
4041,12230,303,2021-04-03,completed,4041
4042,3734,495,2018-05-03,completed,4042
4043,3155,19,2016-04-02,completed,4043
4044,4861,100,2010-06-24,completed,4044
4045,3304,467,2009-10-18,completed,4045
4046,16840,58,2020-07-28,completed,4046
4047,5956,500,2024-07-12,completed,4047
4048,14694,74,2012-01-02,dropped,4048
4049,14959,55,2009-06-18,completed,4049
4050,11493,628,2022-10-02,completed,4050
4051,15799,871,2025-07-27,enrolled,4051
4052,14404,9,2017-11-10,completed,4052
4053,11040,341,2008-10-08,completed,4053
4054,8025,144,2022-04-25,completed,4054
4055,2780,603,2015-10-08,completed,4055
