grade_id,student_id,assessment_id,score,passed
2494,10886,351,90.69,True
2495,15941,351,57.96,False
2496,11981,351,83.07,True
2497,14480,351,92.89,True
2498,6192,351,66.27,True
2499,360,351,74.09,True
2500,6259,351,52.61,False
2501,3280,351,64.65,True
2502,17424,351,84.98,True
2503,9158,351,82.55,True
2504,4054,351,66.48,True
2505,10666,351,81.14,True
2506,4776,351,76.08,True
2507,17384,351,75.0,True
2508,17113,351,69.24,True
2509,6643,351,88.31,True
2510,462,351,60.06,True
2511,6825,351,58.32,False
2512,14333,351,81.43,True
2513,2842,351,85.14,True
2514,13680,351,81.79,True
2515,844,351,76.95,True
2516,13827,351,98.58,True
2517,6823,351,93.29,True
2518,13438,845,75.99,True
2519,1814,845,78.15,True
2520,14492,845,88.8,True
2521,3716,845,83.29,True
2522,5560,845,84.24,True
2523,9367,845,82.55,True
2524,6123,845,59.92,False
2525,7208,845,81.11,True
2526,5056,845,89.63,True
2527,4198,845,67.88,True
2528,13365,845,80.81,True
2529,8631,845,97.57,True
2530,6817,845,75.59,True
2531,1666,845,72.49,True
2532,652,845,79.32,True
2533,4598,845,100.0,True
2534,3880,845,60.76,True
2535,10647,845,80.41,True
2536,2399,845,68.99,True
2537,4288,845,63.4,True
2538,13534,845,88.55,True
2539,14462,845,83.9,True
2540,1078,845,69.57,True
2541,1030,845,71.57,True
2542,7367,845,74.85,True
2543,3874,845,81.45,True
2544,13233,601,84.07,True
2545,7171,601,100.0,True
2546,10100,601,59.28,False
2547,7136,601,88.52,True
2548,17408,601,70.25,True
2549,10680,601,68.72,True
2550,5056,601,69.33,True
2551,2434,601,67.72,True
2552,14389,601,84.3,True
2553,14099,601,72.53,True
2554,12625,601,92.77,True
2555,16534,601,57.01,False
2556,325,601,83.42,True
2557,5177,601,62.49,True
2558,14067,601,99.03,True
2559,6982,871,57.12,False
2560,15384,871,67.35,True
2561,6481,871,68.74,True
2562,6200,871,92.95,True
2563,15799,871,71.58,True
2564,7745,871,75.77,True
2565,9937,871,67.71,True
2566,5485,871,64.88,True
2567,7597,871,69.72,True
2568,16128,871,84.53,True
2569,16092,871,88.43,True
2570,12115,871,50.85,False
2571,6426,871,76.65,True
2572,7705,871,50.94,False
2573,1477,871,90.1,True
2574,16809,871,100.0,True
2575,12800,871,58.87,False
2576,10729,871,66.89,True
2577,4053,871,80.09,True
2578,9462,871,73.72,True
2579,12958,91,77.71,True
2580,15104,91,65.23,True
2581,104,91,76.59,True
2582,5458,91,62.17,True
2583,996,91,76.28,True
2584,8325,91,60.56,True
2585,10552,91,75.7,True
2586,13313,91,74.38,True
2587,16497,91,65.98,True
2588,4154,91,78.28,True
2589,8197,91,86.51,True
2590,158,91,80.13,True
2591,517,91,63.27,True
2592,16859,91,77.42,True
2593,1339,91,77.92,True
2594,16226,91,72.48,True
2595,1977,91,82.18,True
2596,3273,91,63.74,True
2597,14116,91,77.82,True
2598,3662,91,95.31,True
2599,16024,492,92.88,True
2600,2326,492,70.05,True
2601,7868,492,73.97,True
2602,5762,492,69.85,True
2603,11131,492,72.89,True
2604,11446,492,87.43,True
2605,3500,492,69.88,True
2606,3723,492,69.77,True
2607,11856,492,84.48,True
2608,5294,492,66.19,True
2609,1172,492,85.61,True
2610,444,492,97.52,True
2611,15318,492,85.55,True
2612,10869,492,91.22,True
2613,15355,492,86.3,True
2614,14395,492,75.96,True
2615,9821,492,82.93,True
2616,1305,492,88.52,True
2617,8765,492,70.83,True
2618,10003,492,61.78,True
2619,13128,492,61.81,True
2620,16288,492,99.49,True
2621,6438,492,96.26,True
2622,14260,492,93.42,True
2623,10829,237,97.34,True
2624,2275,237,99.54,True
2625,334,237,70.18,True
2626,11875,237,50.97,False
2627,5519,237,69.81,True
2628,12700,237,64.56,True
2629,13267,237,92.73,True
2630,2664,237,85.02,True
2631,13951,237,74.27,True
2632,9869,237,82.0,True
2633,16100,237,92.48,True
2634,11404,237,86.1,True
2635,9152,237,87.06,True
2636,9769,237,79.37,True
2637,13315,237,53.05,False
2638,573,237,91.72,True
2639,1273,237,66.83,True
2640,15046,237,87.2,True
2641,12094,237,76.96,True
2642,13969,237,78.86,True
2643,2749,237,84.62,True
2644,12798,237,52.08,False
2645,3684,237,69.85,True
2646,10386,741,77.72,True
2647,4406,741,66.85,True
2648,10674,741,70.48,True
2649,16187,741,70.47,True
2650,417,741,76.38,True
2651,9433,741,81.93,True
2652,7786,741,85.83,True
2653,10630,741,88.14,True
2654,1677,741,80.38,True
2655,777,741,77.97,True
2656,11596,741,78.49,True
2657,12776,741,67.54,True
2658,13748,741,62.49,True
2659,14596,741,65.21,True
2660,8898,741,69.75,True
2661,12952,741,58.88,False
2662,13932,741,68.55,True
2663,14382,741,75.76,True
2664,17474,741,95.5,True
2665,528,741,81.02,True
2666,5324,741,73.81,True
2667,9186,741,91.37,True
2668,11140,741,61.45,True
2669,3293,741,88.28,True
2670,2438,741,76.53,True
2671,13915,741,82.49,True
2672,2491,741,89.96,True
2673,4593,741,76.75,True
2674,7717,741,70.11,True
2675,6063,741,65.3,True
2676,5340,741,81.68,True
2677,5434,741,100.0,True
2678,1642,872,89.87,True
2679,13117,872,91.96,True
2680,16392,872,96.85,True
2681,10257,872,82.01,True
2682,690,872,91.94,True
2683,3593,872,100.0,True
2684,10195,872,85.93,True
2685,1370,872,74.82,True
2686,179,872,72.94,True
2687,8204,872,68.42,True
2688,2117,872,78.69,True
2689,16403,872,69.69,True
2690,14739,872,75.06,True
2691,5893,872,71.65,True
2692,8688,872,93.49,True
2693,12058,872,80.66,True
2694,3543,872,85.7,True
2695,3056,872,83.29,True
2696,1610,872,75.73,True
2697,10320,872,100.0,True
2698,1130,872,66.15,True
2699,5568,803,75.45,True
2700,6599,803,69.84,True
2701,16609,803,76.82,True
2702,11329,803,58.69,False
2703,1843,803,81.53,True
2704,14262,803,84.25,True
2705,5280,803,77.18,True
2706,5893,803,65.86,True
2707,4963,803,63.92,True
2708,13999,803,100.0,True
2709,501,803,59.55,False
2710,10997,803,96.63,True
2711,8176,803,83.63,True
2712,14339,803,93.82,True
2713,16087,803,66.0,True
2714,7936,803,81.97,True
2715,5009,803,99.71,True
2716,3129,803,86.9,True
2717,2555,803,96.66,True
2718,13994,803,63.68,True
2719,10768,803,86.43,True
2720,266,803,100.0,True
2721,14627,581,52.77,False
2722,4343,581,78.37,True
2723,789,581,64.98,True
2724,8611,581,70.42,True
2725,9761,581,90.61,True
2726,15111,581,51.06,False
2727,14119,581,76.45,True
2728,872,581,66.84,True
2729,11039,581,82.8,True
2730,13033,581,81.82,True
2731,16054,581,62.18,True
2732,1150,581,61.34,True
2733,4744,581,78.41,True
2734,17504,581,73.69,True
2735,2712,581,82.31,True
2736,14379,581,92.84,True
2737,17501,581,79.76,True
2738,2650,422,71.0,True
2739,7079,422,90.0,True
2740,17223,422,72.15,True
2741,5145,422,60.31,True
2742,9452,422,70.92,True
2743,16403,422,80.5,True
2744,13631,422,62.16,True
2745,7796,422,80.03,True
2746,12546,422,74.98,True
2747,16929,422,71.17,True
2748,15171,422,84.19,True
2749,16347,422,72.25,True
2750,3162,422,91.42,True
2751,17114,422,95.26,True
2752,8784,422,62.49,True
2753,4678,422,75.0,True
2754,10615,422,95.55,True
2755,13072,422,87.27,True
2756,12116,422,96.07,True
2757,989,422,68.8,True
2758,15093,422,63.9,True
2759,5793,422,68.58,True
2760,14247,608,70.15,True
2761,8777,608,75.76,True
2762,12249,608,85.42,True
2763,11875,608,66.86,True
2764,11241,608,78.54,True
2765,14192,608,81.04,True
2766,13382,608,77.04,True
2767,10313,608,61.99,True
2768,8358,608,81.24,True
2769,3355,608,68.75,True
2770,3877,608,62.98,True
2771,13772,608,75.08,True
2772,9945,608,76.24,True
2773,10490,608,96.43,True
2774,14375,608,84.62,True
2775,14474,608,90.36,True
2776,8387,608,63.61,True
2777,4788,608,79.1,True
2778,8189,608,69.52,True
2779,14885,608,56.26,False
2780,16946,608,72.71,True
2781,6555,608,78.98,True
2782,2221,608,86.52,True
2783,10429,608,81.23,True
2784,3713,608,44.63,False
2785,9426,409,80.54,True
2786,8908,409,78.5,True
2787,3513,409,64.37,True
2788,10321,409,85.38,True
2789,5721,409,90.31,True
2790,2743,409,85.48,True
2791,1671,409,83.2,True
2792,5929,409,91.84,True
2793,15000,409,91.22,True
2794,2072,409,67.59,True
2795,4521,409,77.94,True
2796,412,409,80.19,True
2797,11140,409,82.82,True
2798,7325,409,83.66,True
2799,13768,409,63.79,True
2800,16622,409,61.84,True
2801,3089,409,100.0,True
2802,7048,409,83.98,True
2803,13342,409,61.81,True
2804,11643,409,56.97,False
2805,976,409,57.57,False
2806,5766,409,68.32,True
2807,6479,92,96.61,True
2808,10332,92,76.2,True
2809,6367,92,78.96,True
2810,16778,92,83.67,True
2811,3291,92,78.67,True
2812,7832,92,89.47,True
2813,10570,92,87.25,True
2814,11174,92,72.26,True
2815,13221,92,73.54,True
2816,11591,92,100.0,True
2817,10378,92,82.87,True
2818,13453,92,87.18,True
2819,6576,92,81.52,True
2820,7361,92,71.56,True
2821,893,92,79.06,True
2822,11344,92,77.64,True
2823,1387,92,75.5,True
2824,13630,92,91.31,True
2825,11050,92,67.41,True
2826,9565,92,86.57,True
2827,17433,92,62.95,True
2828,13956,92,92.91,True
2829,11815,632,95.66,True
2830,16373,632,88.36,True
2831,14302,632,78.98,True
2832,14388,632,92.98,True
2833,2600,632,62.39,True
2834,5987,632,65.0,True
2835,8582,632,77.8,True
2836,16268,632,79.32,True
2837,3943,632,99.15,True
2838,5646,632,88.24,True
2839,5058,632,49.57,False
2840,10487,632,67.8,True
2841,16431,632,85.56,True
2842,15552,632,82.31,True
2843,5934,632,77.62,True
2844,10641,632,63.17,True
2845,1243,632,84.92,True
2846,2994,632,83.43,True
2847,7989,632,92.35,True
2848,2445,632,91.81,True
2849,4560,632,71.3,True
2850,9037,444,90.32,True
2851,7339,444,75.51,True
2852,666,444,82.3,True
2853,8882,444,64.67,True
2854,1711,444,84.76,True
2855,2381,444,87.84,True
2856,6492,444,80.85,True
2857,15963,444,90.9,True
2858,13183,444,80.14,True
2859,5725,444,97.89,True
2860,11251,444,79.38,True
2861,1381,444,53.1,False
2862,9653,444,89.77,True
2863,4167,444,63.57,True
2864,13136,444,75.9,True
2865,1789,444,71.76,True
2866,14596,444,78.19,True
2867,13553,444,75.29,True
2868,10109,444,84.08,True
2869,2534,444,86.14,True
2870,6348,444,74.35,True
2871,15548,444,81.14,True
2872,17278,444,83.75,True
2873,4491,444,78.18,True
2874,10974,444,79.51,True
2875,13260,444,87.25,True
2876,244,444,62.76,True
2877,12942,804,47.31,False
2878,13145,804,82.49,True
2879,16886,804,89.9,True
2880,17361,804,68.17,True
2881,15467,804,68.78,True
2882,2026,804,62.0,True
2883,12127,804,77.35,True
2884,6413,804,74.92,True
2885,7305,804,76.31,True
2886,5984,804,76.39,True
2887,10644,804,74.27,True
2888,3795,804,86.71,True
2889,1840,804,74.7,True
2890,16975,804,84.67,True
2891,16249,54,75.83,True
2892,4039,54,78.87,True
2893,9141,54,75.66,True
2894,16891,54,91.64,True
2895,1624,54,84.2,True
2896,16624,54,65.35,True
2897,4245,54,81.03,True
2898,4228,54,96.38,True
2899,5267,54,100.0,True
2900,13428,54,79.85,True
2901,175,54,86.5,True
2902,3518,54,72.76,True
2903,13030,54,78.32,True
2904,2786,54,88.28,True
2905,15480,54,65.0,True
2906,1877,54,82.85,True
2907,1096,54,83.45,True
2908,1689,54,93.33,True
2909,8864,54,100.0,True
2910,6334,54,65.87,True
2911,3008,54,87.98,True
2912,639,54,68.79,True
2913,15548,54,74.29,True
2914,16846,54,56.7,False
2915,8195,54,90.04,True
2916,16840,54,62.91,True
2917,10378,54,86.78,True
2918,98,54,79.33,True
2919,14398,762,70.16,True
2920,16197,762,82.14,True
2921,10338,762,78.67,True
2922,9765,762,84.11,True
2923,11366,762,94.29,True
2924,15850,762,87.36,True
2925,6145,762,61.6,True
2926,14454,762,77.16,True
2927,8213,762,72.66,True
2928,3329,762,75.68,True
2929,9698,762,94.03,True
2930,11281,762,80.98,True
2931,17177,762,54.04,False
2932,8185,762,94.2,True
2933,4242,762,66.19,True
2934,501,762,93.91,True
2935,3136,762,75.35,True
2936,10625,762,65.59,True
2937,10220,762,69.34,True
2938,10463,762,60.29,True
2939,11885,644,84.83,True
2940,2094,644,99.34,True
2941,9148,644,79.96,True
2942,1105,644,70.62,True
2943,9536,644,85.41,True
2944,2576,644,76.02,True
2945,13495,644,73.82,True
2946,9254,644,83.03,True
2947,7620,644,94.67,True
2948,2988,644,89.89,True
2949,13423,644,67.69,True
2950,3008,644,81.24,True
2951,8902,644,65.55,True
2952,4882,644,65.52,True
2953,3265,644,81.67,True
2954,16703,644,56.19,False
2955,17146,644,79.15,True
2956,9759,644,77.54,True
2957,15779,644,85.2,True
2958,10804,644,74.76,True
2959,10201,512,96.78,True
2960,3857,512,86.96,True
2961,13107,512,57.77,False
2962,11024,512,80.42,True
2963,2542,512,80.4,True
2964,6526,512,82.42,True
2965,11978,512,71.11,True
2966,14836,512,59.32,False
2967,5519,512,80.86,True
2968,13168,512,75.35,True
2969,13219,512,73.93,True
2970,10576,512,79.65,True
2971,7169,512,75.41,True
2972,14957,512,72.58,True
2973,6809,512,73.84,True
2974,6494,512,81.02,True
2975,10146,512,74.11,True
2976,12377,512,52.05,False
2977,15213,808,71.03,True
2978,14974,808,78.34,True
2979,16499,808,88.18,True
2980,8772,808,76.55,True
2981,17142,808,63.94,True
2982,6884,808,58.48,False
2983,14102,808,67.24,True
2984,4126,808,86.59,True
2985,93,808,63.47,True
2986,4214,808,90.16,True
2987,12463,808,59.22,False
2988,16725,808,59.89,False
2989,5613,808,64.61,True
2990,3628,808,87.51,True
2991,16456,808,69.72,True
2992,15391,808,89.14,True
2993,234,808,64.96,True
2994,3805,808,81.46,True
2995,10303,808,83.65,True
2996,8767,808,75.51,True
2997,14442,808,73.99,True
2998,16433,808,76.87,True
2999,6152,808,75.14,True
3000,16992,808,88.42,True
3001,8449,808,68.24,True
3002,16790,808,74.73,True
3003,8686,358,90.92,True
3004,16769,358,95.27,True
3005,8974,358,84.78,True
3006,17445,358,55.91,False
3007,15339,358,100.0,True
3008,12702,358,78.06,True
3009,1762,358,46.12,False
3010,15320,358,67.7,True
3011,2602,358,83.28,True
3012,5485,358,78.1,True
3013,11576,358,79.3,True
3014,15778,358,65.57,True
3015,9702,358,88.11,True
3016,14905,358,71.84,True
3017,6461,358,96.75,True
3018,3934,358,78.47,True
3019,15246,358,82.65,True
3020,4033,358,67.09,True
3021,16638,358,78.52,True
3022,17404,358,76.05,True
3023,9933,561,76.84,True
3024,1819,561,74.84,True
3025,11636,561,96.86,True
3026,15044,561,75.35,True
3027,7824,561,81.57,True
3028,11006,561,78.77,True
3029,15208,561,69.75,True
3030,15223,561,78.82,True
3031,14558,561,89.89,True
3032,15601,561,90.5,True
3033,11793,561,81.98,True
3034,830,561,65.62,True
3035,13837,561,72.82,True
3036,11124,561,62.6,True
3037,2798,561,76.01,True
3038,15162,561,82.82,True
3039,13457,561,82.43,True
3040,15595,561,61.61,True
3041,8529,561,61.96,True
3042,16482,561,87.25,True
3043,14385,561,86.35,True
3044,2823,561,73.2,True
3045,15582,561,59.73,False
3046,9786,561,72.78,True
3047,11720,544,85.63,True
3048,15204,544,58.57,False
3049,4527,544,77.14,True
3050,581,544,60.35,True
3051,5050,544,72.13,True
3052,2161,544,84.1,True
3053,671,544,73.92,True
3054,15295,544,70.23,True
3055,3478,544,73.58,True
3056,5061,544,81.7,True
3057,17305,544,88.69,True
3058,3338,544,71.49,True
3059,3103,544,81.38,True
3060,8038,544,58.58,False
3061,4810,544,79.47,True
3062,11033,544,98.04,True
3063,11408,544,91.51,True
3064,2404,544,89.27,True
3065,11322,544,74.66,True
3066,10753,544,90.13,True
3067,14119,544,77.74,True
3068,5142,544,73.47,True
3069,840,544,87.94,True
3070,9829,544,64.88,True
3071,4138,356,76.73,True
3072,15609,356,71.86,True
3073,11344,356,79.84,True
3074,2179,356,95.57,True
3075,1172,356,79.08,True
3076,10955,356,96.82,True
3077,3653,356,74.53,True
3078,12335,356,64.74,True
3079,16830,356,69.79,True
3080,11416,356,96.88,True
3081,9795,356,66.57,True
3082,12412,356,75.47,True
3083,12712,356,84.47,True
3084,6724,356,94.58,True
3085,8262,356,100.0,True
3086,4691,356,85.0,True
3087,12073,356,89.16,True
3088,10865,356,93.65,True
3089,14482,356,72.84,True
3090,1449,356,79.45,True
3091,7412,356,74.04,True
3092,14353,356,68.09,True
3093,11779,356,88.31,True
3094,13828,356,100.0,True
3095,6187,356,95.56,True
3096,10435,356,62.73,True
3097,1638,356,73.45,True
3098,947,607,83.55,True
3099,11467,607,60.32,True
3100,6672,607,81.98,True
3101,5261,607,69.77,True
3102,4024,607,82.35,True
3103,4450,607,58.61,False
3104,717,607,85.6,True
3105,857,607,89.35,True
3106,7763,607,77.61,True
3107,8590,607,90.79,True
3108,13502,607,70.63,True
3109,9424,607,81.91,True
3110,2908,607,78.57,True
3111,1741,607,77.3,True
3112,2564,607,77.98,True
3113,16454,607,62.84,True
3114,843,607,71.46,True
3115,5202,607,78.19,True
3116,9476,607,82.05,True
3117,631,607,88.57,True
3118,9334,140,80.5,True
3119,9257,140,68.41,True
3120,7019,140,71.55,True
3121,16517,140,71.63,True
3122,13232,140,66.61,True
3123,7120,140,70.71,True
3124,16569,140,100.0,True
3125,13793,140,89.83,True
3126,7541,140,71.16,True
3127,5280,140,61.08,True
3128,9370,140,86.21,True
3129,5224,140,84.24,True
3130,6704,140,74.95,True
3131,8823,140,71.63,True
3132,5811,140,63.37,True
3133,8593,140,99.86,True
3134,13271,140,87.05,True
3135,14415,140,89.85,True
3136,11846,140,98.26,True
3137,13293,140,98.17,True
3138,7480,868,81.8,True
3139,14518,868,77.71,True
3140,4398,868,72.34,True
3141,4943,868,76.86,True
3142,5774,868,67.64,True
3143,2360,868,79.16,True
3144,9727,868,82.83,True
3145,13587,868,68.86,True
3146,14601,868,83.92,True
3147,5791,868,47.95,False
3148,7580,868,75.86,True
3149,11414,868,87.45,True
3150,6357,868,62.69,True
3151,4784,868,72.79,True
3152,3857,868,76.94,True
3153,13418,868,71.68,True
3154,4536,868,77.72,True
3155,1146,868,88.51,True
3156,6849,868,77.76,True
3157,4910,868,83.88,True
3158,13645,868,92.31,True
3159,15556,868,82.54,True
3160,4058,868,45.76,False
3161,3278,868,80.38,True
3162,16865,868,91.88,True
3163,13967,868,66.14,True
3164,9701,868,58.44,False
3165,14734,333,69.07,True
3166,13825,333,86.7,True
3167,11517,333,68.29,True
3168,6658,333,96.86,True
3169,13,333,100.0,True
3170,10573,333,70.59,True
3171,14499,333,78.32,True
3172,7750,333,79.36,True
3173,6832,333,86.78,True
3174,876,333,81.65,True
3175,7353,333,100.0,True
3176,13527,333,86.61,True
3177,1374,333,88.47,True
3178,14309,333,51.96,False
3179,10175,333,65.1,True
3180,14213,333,86.61,True
3181,14908,333,96.69,True
3182,15291,333,72.15,True
3183,6021,333,92.34,True
3184,13796,333,70.78,True
3185,3811,333,94.57,True
3186,14225,333,89.4,True
3187,11501,333,67.04,True
3188,13162,333,80.72,True
3189,14370,774,69.08,True
3190,1896,774,84.64,True
3191,679,774,82.71,True
3192,13001,774,60.69,True
3193,7902,774,80.65,True
3194,6165,774,69.75,True
3195,5210,774,68.27,True
3196,2285,774,66.62,True
3197,8171,774,69.45,True
3198,3637,774,85.4,True
3199,3881,774,66.25,True
3200,14987,774,94.25,True
3201,1803,774,72.0,True
3202,1923,774,64.83,True
3203,12937,774,80.89,True
3204,992,774,71.11,True
3205,11323,774,74.93,True
3206,8276,774,97.61,True
3207,14753,774,82.35,True
3208,10545,774,64.72,True
3209,1958,336,68.61,True
3210,5126,336,74.18,True
3211,3192,336,80.89,True
3212,4954,336,72.58,True
3213,5083,336,78.92,True
3214,15190,336,100.0,True
3215,15874,336,56.0,False
3216,7833,336,64.69,True
3217,1749,336,86.7,True
3218,1027,117,71.6,True
3219,12198,117,69.29,True
3220,169,117,74.06,True
3221,7222,117,79.31,True
3222,7143,117,75.95,True
3223,17445,117,83.27,True
3224,15661,117,75.43,True
3225,14253,117,35.62,False
3226,13227,117,78.39,True
3227,8048,117,72.53,True
3228,8842,117,74.07,True
3229,8066,117,64.88,True
3230,5240,117,72.06,True
3231,204,117,68.82,True
3232,11013,117,83.26,True
3233,6896,117,95.94,True
3234,2304,117,86.63,True
3235,2094,117,67.16,True
3236,2873,117,79.82,True
3237,8160,117,81.69,True
3238,13639,117,68.84,True
3239,16164,573,87.9,True
3240,306,573,70.15,True
3241,15801,573,66.67,True
3242,15382,573,80.8,True
3243,1280,573,93.73,True
3244,8962,573,73.83,True
3245,6057,573,73.63,True
3246,16527,573,68.93,True
3247,8336,573,88.25,True
3248,15942,573,71.86,True
3249,8622,573,89.22,True
3250,7761,573,83.52,True
3251,11680,573,77.62,True
3252,6195,573,82.16,True
3253,1221,573,83.91,True
3254,8073,573,72.69,True
3255,7015,573,70.04,True
3256,13781,573,64.53,True
3257,6742,637,49.96,False
3258,11057,637,73.73,True
3259,13428,637,68.0,True
3260,11908,637,84.58,True
3261,13218,637,64.71,True
3262,15519,637,70.6,True
3263,2732,637,78.77,True
3264,5961,637,74.87,True
3265,3302,637,93.88,True
3266,14104,637,66.99,True
3267,7635,637,66.09,True
3268,3091,637,42.21,False
3269,17337,637,82.08,True
3270,3369,637,51.46,False
3271,6919,637,79.94,True
3272,13398,637,66.89,True
3273,9475,726,100.0,True
3274,612,726,96.21,True
3275,14098,726,83.48,True
3276,14949,726,65.22,True
3277,9710,726,75.22,True
3278,16650,726,78.09,True
3279,842,726,77.78,True
3280,8334,726,78.05,True
3281,1568,726,65.56,True
3282,11550,726,87.55,True
3283,9185,726,82.05,True
3284,14082,726,71.82,True
3285,17252,726,68.31,True
3286,9118,726,50.74,False
3287,16484,726,96.18,True
3288,1738,726,87.73,True
3289,1640,726,66.58,True
3290,10309,31,78.47,True
3291,2496,31,76.03,True
3292,12952,31,70.98,True
3293,269,31,92.52,True
3294,14507,31,58.83,False
3295,7760,31,100.0,True
3296,3844,31,73.24,True
3297,6654,31,70.28,True
3298,2966,31,92.51,True
3299,15477,31,98.14,True
3300,3422,31,68.93,True
3301,16214,31,91.82,True
3302,11697,31,79.09,True
3303,16398,31,93.84,True
3304,2771,31,85.39,True
3305,17156,31,62.32,True
3306,16831,31,88.99,True
3307,16136,31,78.07,True
3308,6098,31,79.18,True
3309,5715,31,83.87,True
3310,8301,31,100.0,True
3311,2561,702,72.88,True
3312,10847,702,90.39,True
3313,13969,702,46.49,False
3314,1075,702,89.41,True
3315,17452,702,63.53,True
3316,7141,702,61.11,True
3317,16154,702,75.04,True
3318,1696,702,73.59,True
3319,5660,702,75.3,True
3320,17309,702,79.09,True
3321,17307,702,73.74,True
3322,4675,702,63.32,True
3323,16050,702,82.9,True
3324,5880,702,78.81,True
3325,9262,702,69.76,True
3326,3234,702,77.02,True
3327,4208,702,73.33,True
3328,1273,702,78.98,True
3329,11255,702,61.08,True
3330,11207,702,91.11,True
3331,7265,702,73.72,True
3332,1150,702,56.87,False
3333,11631,702,94.11,True
3334,5799,469,76.62,True
3335,10119,469,92.77,True
3336,2440,469,78.4,True
3337,11667,469,83.13,True
3338,11482,469,90.96,True
3339,2883,469,70.88,True
3340,3880,469,91.7,True
3341,2513,469,100.0,True
3342,12491,469,72.77,True
3343,2356,469,94.28,True
3344,5841,469,72.39,True
3345,7335,469,65.15,True
3346,12673,469,67.74,True
3347,11467,469,89.01,True
3348,14251,469,69.99,True
3349,12941,469,91.49,True
3350,127,469,88.03,True
3351,1270,469,81.37,True
3352,8004,469,71.33,True
3353,15222,469,73.25,True
3354,4768,469,92.75,True
3355,15870,469,64.33,True
3356,16970,469,87.75,True
3357,7483,469,66.53,True
3358,4462,279,73.33,True
3359,3513,279,89.51,True
3360,5010,279,79.85,True
3361,15926,279,71.73,True
3362,8161,279,73.11,True
3363,900,279,94.04,True
3364,8382,279,68.42,True
3365,2331,279,84.55,True
3366,4468,279,63.66,True
3367,15596,279,79.66,True
3368,3177,279,72.01,True
3369,16253,279,81.03,True
3370,4312,279,82.46,True
3371,17561,279,97.0,True
3372,10992,279,83.53,True
3373,9156,279,95.54,True
3374,3128,279,76.35,True
3375,13496,279,81.65,True
3376,13928,279,74.77,True
3377,10961,279,88.36,True
3378,2870,279,60.37,True
3379,9472,279,61.63,True
3380,8914,279,76.88,True
3381,901,135,73.67,True
3382,13295,135,50.33,False
3383,5772,135,76.76,True
3384,16880,135,80.96,True
3385,7544,135,61.57,True
3386,4300,135,81.69,True
3387,7869,135,87.58,True
3388,6375,135,71.06,True
3389,2141,135,80.74,True
3390,485,135,99.78,True
3391,3133,135,74.04,True
3392,6782,135,93.24,True
3393,14090,135,56.98,False
3394,13896,135,84.04,True
3395,5357,135,87.87,True
3396,5563,135,82.28,True
3397,5479,135,100.0,True
3398,9021,135,84.23,True
3399,1803,135,93.0,True
3400,11814,135,96.93,True
3401,5477,135,59.24,False
3402,11118,135,70.78,True
3403,13440,135,86.46,True
3404,6704,436,75.21,True
3405,17114,436,100.0,True
3406,2597,436,85.42,True
3407,7589,436,80.33,True
3408,3007,436,73.26,True
3409,2092,436,87.39,True
3410,11984,436,64.2,True
3411,10508,436,67.59,True
3412,3639,436,90.01,True
3413,6819,436,71.08,True
3414,12957,436,94.54,True
3415,12126,436,66.18,True
3416,12858,436,62.05,True
3417,5211,436,93.79,True
3418,4744,436,81.92,True
3419,6647,436,81.07,True
3420,15524,436,77.41,True
3421,15317,436,78.49,True
3422,1635,436,81.8,True
3423,9744,436,88.3,True
3424,14596,61,72.57,True
3425,7160,61,48.07,False
3426,2826,61,77.05,True
3427,11268,61,65.22,True
3428,1203,61,79.24,True
3429,4241,61,78.92,True
3430,5371,61,86.42,True
3431,14805,61,86.62,True
3432,6991,61,53.69,False
3433,9762,61,100.0,True
3434,2184,61,73.43,True
3435,4852,61,62.02,True
3436,1008,61,58.84,False
3437,15163,61,94.69,True
3438,1272,61,56.5,False
3439,4437,61,68.45,True
3440,2473,61,87.87,True
3441,3310,61,70.2,True
3442,9092,61,79.02,True
3443,10087,61,94.35,True
3444,6155,61,68.85,True
3445,15186,61,78.65,True
3446,5837,61,88.02,True
3447,7252,61,51.88,False
3448,526,61,74.1,True
3449,17523,61,99.02,True
3450,2865,61,78.22,True
3451,13644,61,82.34,True
3452,2271,61,72.56,True
3453,4340,61,78.86,True
3454,14810,61,73.01,True
3455,264,61,76.14,True
3456,9882,61,100.0,True
3457,14249,61,84.72,True
3458,11530,61,80.65,True
3459,15857,505,63.66,True
3460,6865,505,71.72,True
3461,10372,505,88.09,True
3462,7655,505,89.06,True
3463,8504,505,100.0,True
3464,10362,505,54.08,False
3465,17047,505,97.48,True
3466,15874,505,72.74,True
3467,15837,505,59.38,False
3468,2404,505,77.26,True
3469,15323,505,71.21,True
3470,13273,505,100.0,True
3471,11481,505,68.22,True
3472,1871,505,71.61,True
3473,15340,505,80.99,True
3474,17470,505,87.48,True
3475,14233,505,78.67,True
3476,9752,505,53.9,False
3477,1249,505,88.65,True
3478,9102,505,83.77,True
3479,4016,505,60.21,True
3480,768,505,75.94,True
3481,1439,505,97.68,True
3482,12324,505,88.88,True
3483,13509,505,75.66,True
3484,10819,505,72.48,True
3485,3693,505,86.86,True
3486,9831,505,75.25,True
3487,14505,323,55.85,False
3488,329,323,74.8,True
3489,10164,323,71.8,True
3490,11139,323,71.77,True
3491,12720,323,87.73,True
3492,6116,323,76.56,True
3493,2778,323,100.0,True
3494,1935,323,77.54,True
3495,10082,323,94.64,True
